hist_id,latitude,longitude,name,image_url,description,address,summary,Suburb ,post_code
25,-37.886903,145.021979,CaulfieldState School No 773,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/222.jpg,"Caulfield State School No. 773 is of State architectural  social and historical significance.Designed by the Public Works Department under the direction of Henry Robert Bastow  it is of architectural significance because the 1877 building is a representative example of a school with little alteration  apart from re-roofing. Its design for the original room in polychrome brick with a jerkin head roof was a prototype for other schools. Of particular interest are the turret over the office and the square tower built in 1890-91. Both are clad in glazed terracotta shingles and the tower has tracery panels under the louvred vents. The 1921 building is a particularly intact example of the construction of a separate school rather than addition to existing buildings when expansion was required. The timber shelter shed on the site is an unusual example of a rectangular shade structure which demonstrates an essential aspect of school life and a response to climatic conditions. The shed is also unusual as it contains glass windows  indicating that it may have been used as a classroom at some stage.

It is of social and historical significance as the 1877 building is an example of a school built in response to the 1872 Education Act which gave access to a free  compulsory and secular education.

Adapted from AHC Citation

Classified:25/10/1973",724 Glenhuntly Road  CAULFIELD SOUTH  GLEN EIRA CITY,Caulfield State School No. 773 is of State architectural  social and historical significance.Designed by the Public Works Department under the direction of Henry Robert Bastow.,Caulfield South,3162
26,-37.901363,145.019229,Septimus Miller Memorial Chapel - Brighton Cemetery,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/234.jpg,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",(in Brighton Cemetery) Cnr Hawthorn & North Roads CAULFIELD SOUTH  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield South,3162
27,-37.885444,145.034045,Woolamai,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/246.jpg,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",196 Kambrook Road  CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
28,-37.882565,145.015646,Caulfield House,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/250.jpg,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Kooyong Road  CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
29,-37.884402,145.015475,Greenhouse Conservatory - Caulfield Hospital Grounds,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/251.jpg,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",260 Kooyong Road  CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
30,-37.881309,145.022285,Former Tarqua & Stables,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/253.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/092/915.jpg,"A suburban villa of 1877 distinguished by such unusual details as the decorative timber verandah valence and brackets  and the Tudor/Dutch hall arches and stable gablet.

Classified: 15/03/1973",1-3 Lirrewa Grove  CAULFIELD  GLEN EIRA CITY,"A suburban villa of 1877 distinguished by such unusual details as the decorative timber verandah valence and brackets  and the Tudor/Dutch hall arches and stable gablet.
Classified: 15/03/1973",Caulfield,3162
31,-37.869533,145.009023,Labassa,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/195/721.jpg,"An ornate two-storey mansion designed by J A B Koch and erected in 1890 for pastoralist and investor  William Alexander Robertson. The asymmetrically designed residence has arcuated loggias and decorated sculptural ornamentation.

The opulent interior  in the tradition of the European baroque  includes elaborate stencilling  and is almost unrivalled in Victoria. A rare example of a grand late 19th century mansion in Victoria and the finest residence designed by Koch.

Classified: 20/06/1974",2 Manor Grove  CAULFIELD  GLEN EIRA CITY,An ornate two-storey mansion designed by J A B Koch and erected in 1890 for pastoralist and investor  William Alexander Robertson. The asymmetrically designed residence has arcuated loggias.,Caulfield North,3161
32,-37.870247,145.010038,Former Conservatory - Labassa,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/264.jpg,"The ornate cast iron  glass and pressed metal conservatory  built in 1890 as part of J A B Koch's design  still exists with almost all its original fittings and finishes intact and echoes on a smaller scale the opulence of the mansion. Although now converted to a house with the addition of a brick section at one end and internal divisions  the glass roof remains covered in metal and some of the glass walls have been painted. Unusual amongst the conservatoriesof the period by being free standing it is one of the few reminders of the once extensive garden of Labassa.

Classified: 13/07/1989

Revised: 03/08/1998",21 Manor Grove  CAULFIELD  GLEN EIRA CITY,The ornate cast iron  glass and pressed metal conservatory  built in 1890 as part of J A B Koch's design  still exists with almost all its original fittings and finishes intact and echoes .,Caulfield,3162
33,-37.880479,145.026806,Labassa Former Stables,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/093/502.jpg,Former Stables of Labassa building,5 - 9 Manor Grove  CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
34,-37.869748,145.010303,Former Labassa Tennis Pavilion,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/266.jpg,"The former tennis pavilion is one of the three surviving Labassa outbuildings now on seperate properties. The carved and richly detailed timber pavilion is perhaps the only surviving private nineteenth century tennis pavilion in Victoria and a reminder of the once extensive Labassa garden.

Classified: 13/07/1989",13 Manor Grove  CAULFIELD  GLEN EIRA CITY,The former tennis pavilion is one of the three surviving Labassa outbuildings now on seperate properties. The carved and richly detailed timber pavilion is perhaps the only surviving private.,Caulfield,3162
35,-37.868787,145.009171,284 Orrong Road,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/189/973.jpg,"A house designed by Harold Desbrowe Annear in 1917 and believed to have been the first ""all electric"" house in Melbourne. It has been extensively altered.

Classified: 04/09/1975",284 Orrong Road  CAULFIELD  GLEN EIRA CITY,"A house designed by Harold Desbrowe Annear in 1917 and believed to have been the first ""all electric"" house in Melbourne. It has been extensively altered.
Classified: 04/09/1975",Caulfield,3162
36,-37.881008,145.014061,Former Beemery Park,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/092/685.jpg,"A typical 2-storey substantial residence built about 1891 with ground floor and first floor verandahs and a new but unobtrusive staircase.

Classidied: 24/01/1974",85 Seymour Road  CAULFIELD  GLEN EIRA CITY,"A typical 2-storey substantial residence built about 1891 with ground floor and first floor verandahs and a new but unobtrusive staircase.
Classidied: 24/01/1974",Caulfield,3162
37,-37.878203,145.012139,Quercus suber - St Marys Anglican Church,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/130/453.jpg,"Contribution to landscape.

Outstanding size

Outstanding example of species

Located in the grounds of St Marys Anglican Church (circa 1871)  this prominent planting is possibly the largest Cork Oak (<em>Quercus suber) of its kind in Australia.



Measurements: 02/1983

Spread : 19.5

Girth : 4

Height : 14

Estimated Age (yrs): 80

Condition: Good
Measurements: 25/01/2010

Spread : 22

Girth : 4.91

Height : 22.3

Estimated Age (yrs): 108

Condition: Good



Access: Unrestricted

Classified: 14/04/1983
",281 Glen Eira Road  CAULFIELD  GLEN EIRA CITY,Located in the grounds of St Marys Anglican Church (circa 1871)  this prominent planting is possibly the largest Cork Oak of its kind in Australia.,Caulfield,3162
38,-37.880053,145.022448,Harpephyllum caffrum,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/130/458.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/130/460.jpg,"Rare or localised

Outstanding size



Located on the north-west corner of the Glen Eira Town Hall  this is a large  vigorous specimen  rare in cultivation. The Kaffir Plum is a native evergreen South African tree that grows up to 15 metres tall  and is usually found in riverine forests. The main stem is clean and straight  but the forest form often has supporting buttress roots. The bark is smooth when young  becoming rough  dark grey-brown as it grows older.
Measurements: 03/1983

Spread : 8

Girth : three branches 1.05  0.9  0.65

Height : 10.4

Estimated Age (yrs): 60

Condition: Good



Access: Unrestricted

Classified: 28/04/1983
",Glen Eira Town Hall  Cnr Glen Eira and Hawthorn Road  CAULFIELD  GLEN EIRA CITY,"Rare or localised
Outstanding size

Located on the north-west corner of the Glen Eira Town Hall  this is a large  vigorous specimen  rare in cultivation. The Kaffir Plum is a native evergreen.",Caulfield,3162
39,-37.87066,145.00861,Picconia excelsa,,"Contribution to landscape of historic garden

Rare or localised

Outstanding size



Located in the grounds of a former mansion (circa 1875) and now private school property  this is a fine example of a species uncommon in cultivation in Victoria. It is endemic to Macaronesia  occurring on the Canary Islands (Spain) and Madeira (Portugal).

A large Cedar on the north side is crowding the canopy spread.



Measurements: 02/03/1993

Spread : 14

Girth : 2

Height : 15

Estimated Age (yrs): 100

Condition: Good



Measurements: 28/10/2003

Spread : E-W 14; N-S 15

Girth : 2.27

Height : 14.8

Estimated Age (yrs): 111

Condition: Good



Access: Restricted

Classified: 11/03/1993
",Grimwade House'  cnr Balaclava and Orrong Roads  CAULFIELD  GLEN EIRA CITY,"Contribution to landscape of historic garden
Rare or localised
Outstanding size

Located in the grounds of a former mansion (circa 1875) and now private school property  this is a fine.",Caulfield,3162
40,-37.871531,145.006576,Platanus x acerifolia,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/092/235.jpg,"Contribution to landscape.
This Plane Tree is one of the largest plane trees in Victoria and of outstanding aesthetic value. The original home was built in 1907  and it is thought the tree was planted around this time.

Upon inspection in 2010  it was observed that the tree had not leafed properly due to prolonged drought.



Measurements: 02/1982

Spread : 25

Girth : 3

Height : 28

Estimated Age (yrs):75

Condition: Good
Measurements: 27/01/2010

Spread : E-W 25; N-S 25

Girth : 4

Height : 30

Estimated Age (yrs): 107

Condition: Fair - good



Access: Restricted

Classified: 09/06/1983
",8 Meadow Street  CAULFIELD  GLEN EIRA CITY,"Contribution to landscape.
This Plane Tree is one of the largest plane trees in Victoria and of outstanding aesthetic value. The original home was built in 1907  and it is thought the tree.",Caulfield,3162
41,-37.883205,145.053009,Quercus suber - Princes Park,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/094/047.jpg,"Contribution to landscape

Aesthetic significance
This stand alone specimen  centrally located in Princes Park  compares favourably with other specimens on the Register. This tree has excellent form  however it does have a fissure in the bark on the northern side.



Measurements: 30/11/2001

Spread : E-W 18.5; N-S 19.25

Girth : 3.43 at 1m

Height : 13.25

Estimated Age (yrs): 80

Condition: Good



Measurements: 12/04/2010

Spread : E-W 18; N-S 16

Girth : 3.5

Height : 15

Estimated Age (yrs): 90

Condition: Good
Access: Unrestricted

Classified: 05/12/2001
",Princes Park  Hawthorn Road  CAULFIELD SOUTH  GLEN EIRA CITY,This tree stand alone specimen  centrally located in Princes Park  compares favourably with other specimens on the Register. This tree has excellent form  however it does have a fissure in the bark on the northern side.,Caulfield South,3162
42,-37.88119,145.02223,Tarqua and Stables  1-3 Lirrewa Grove,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/091/317.jpg,"""Tarqua""  now ""Lirrewa""  is situated at nos. 1-3 Lirrewa Grove  Caulfield South  and was built in 1886 for Montague William Langdon  son of the merchant Joseph Henry Langdon of nearby ""Rosecraddock"". It is historically and aesthetically significant. It is historically significant (Criterion A) as one of the Langdon family residences  comparing in Glen Eira also with ""Rosecraddock"" at 10 Craddock Avenue (1857) and ""Hengar"" at 356 Glen Eira Road (1889-90). It is aesthetically significant (Criterion E) for its capacity to demonstrate the stylistic influences prevailing at the time especially for substantial residences. At ""Tarqua""  the design acknowledges the prevailing popularity of the Italian Style in the shallow hipped roof form and symmetrical facade as well as the picturesque Gothic Revival style demonstrated especially by the use of pointed arches  fretted barges and the battlemented parapeted section. This latter style was particularly attractive to persons of means on account of its English precedents  the combination of influences being skilfully handled in this instance.",1-3 Lirrewa Grove CAULFIELD SOUTH  GLEN EIRA CITY,"""Tarqua""  now ""Lirrewa""  is situated at nos. 1-3 Lirrewa Grove  Caulfield South  and was built in 1886 for Montague William Langdon  son of the merchant Joseph Henry Langdon of nearby.",Caulfield South,3162
43,-37.8864,145.03769,Heatherbrae,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/092/210.jpg,"""Heatherbrae"" at 73 Neerim Road  Glenhuntly  is a substantial Victorian residential complex made up of two principal construction stages (pre 1876 and c. 1890) and outbuildings including stables. It is aesthetically  historically and socially significant. Its aesthetic value is demonstrated by the manner in which the two periods of construction survive  the earliest being of greater architectural interest on account of its tower and facade treatment  the latter phase adopting a common villa form. The importance of the complex is heightened by its intact state and surviving outbuildings.
""Heatherbrae's"" historical significance lies in its link with locally known business man and Shire of Caulfield councillor  John Charles Holland. Its social value rests on its ability to demonstrate a past lifestyle.
",73 Neerim Road CAULFIELD  GLEN EIRA CITY,"""Heatherbrae"" at 73 Neerim Road  Glenhuntly  is a substantial Victorian residential complex made up of two principal construction stages (pre 1876 and c. 1890) and outbuildings including.",Caulfield,3162
44,-37.89935,145.021355,Brighton General Cemetery,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/091/319.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/091/320.jpg,"The Brighton Cemetry is situated at the corner of North and Hawthorn Roads  South Caulfield  and was gazetted in 1858. It is of historical  social and aesthetic importance. It is historically important (Criterion A) as an example of a Victorian period garden cemetry in the romantic style  demonstrating the manner in which past generations buried the dead as well as their habit of revisiting the graveside from time to time. It is of historical importance also for the information contained on the individual memorials concerning the persons interred  manner of death  places of birth and for the information shed on Victorian attitudes to death. The cemetery is aesthetically important (Criterion E) as a rare (Criterion B) surviving substantially intact cemetery of its time  enhanced by its boundary fence and gates  curvilinear pathways and landscaping  higher ground at the north end  structures and monuments. This importance is enhanced by the aesthetic values of the momorials especially including those noted in this citation. The cemetery is socially important (Criterion G) on account of the value placed on the cemetery by its surrounding community for reasons of religious  cultural and educational association. This importance is enhanced by the individual importance of many of the people for whom memorials have been erected.
",Cnr North Roads & Hawthorn Roads  CAULFIELD SOUTH  GLEN EIRA CITY,The Brighton Cemetry is situated at the corner of North and Hawthorn Roads  South Caulfield  and was gazetted in 1858. It is of historical  social and aesthetic importance. It is historically.,Caulfield South,3162
45,-37.870721,145.025947,Caulfield Memorial Stone,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/126/983.jpg  https://monumentaustralia.org.au/content/directory/full/Caulfield_Memorial_Stone-74893-30747.,The Caulfield Memorial stone is located in the rose garden in Caulfield Park. Originally the stone marked the North Road Avenue of Honour which no longer exists. The memorial lists the names of 298 individuals who died in the First World War.,(In Caulfield Park) 280 Balaclava Rd  Caulfield North  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield North,3161
46,-37.871672,145.025602,Caulfield War Memorial,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/145/713.jpg  http://monumentaustralia.org.au/content/directory/full/Caulfield_War_Memorial-69807-30748.jpg,"The War Memorial commemorates the servicemen and servicewomen of Caulfield who served in both World Wars. The memorial was originally erected in memory of those who served in World War One.

Monument characteristics : A eight columned pavilion on a stone plinth on a stone platform. The design of Mr Norman Schefferle a Geelong architect  was accepted by the Caulfield Council for the municipal war memorial. The memorial is made of marble  granite and sandstone and features decorative bronze wreaths on the corners of the raised platform. According to the War Memorial Conservation Report it is one of only five war memorials in Victoria to consist of a circular set of columns and the only one of this design to be elevated and surrounded by flights of steps. The total cost of erecting the memorial and preparing the site was estimated at  £4776. Work commenced on the memorial in 1930 and it was dedicated in 1932.",(In Caulfield Park) Hawthorn Road Caulfield  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
47,-37.871568,145.025888,Beersheba Memorial Plaque,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/126/984.jpg,"This heritage listed Battle of Beersheba Memorial Plaque in Caulfield Park was erected to commemorate the extraordinary event in Australian military history  the famous and significant Light Horse Charge of Beer-Sheba on 31 October 1917  during World War I (1914Š1919).

The bronze relief memorial plaque has text in both English and Hebrew.  It was sculpted by Ross J Bastiaan and unveiled on Anzac Day  25 April 1995.",Caulfield Park  Hawthorn Road CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
48,-37.876903,145.036088,Caulfield Racecourse Memorial,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/126/988.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/138/426.jpg,The Caulfield Racecourse Memorial comprises of a small stone monument and plaque located in the racecourse grounds. The memorial commemorates the contribution of the Victorian Amateur Turf Club and the Caulfield Racecourse  where thousands of soldiers joined the 2nd Australian Imperial Force during the Second World War. During the war  the army used the racecourse as a recruiting depot  barracks and clearing house for the medical examinations of young recruits.The memorial was unveiled on August 12th 1995  to mark the 50th Anniversary of the end of the Second World War.,1 Station Street CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
49,-37.87038,145.017809,Caulfield Memorial Park,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/126/989.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/138/419.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/138/420.jpg,Caulfield Memorial Park was officially opened by Mayor Alan Grossbard on November 23rd 1997. The park includes a central paved ring  where several memorial plaques have been re-sited from their former position in Avenues of Honour along North Road  McMillan Street and Point Nepean Road. The plaques commemorate the district servicemen who fell in the First World War.,87 Kooyong Roads CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
50,-37.89518,145.030758,Caulfield South Memorial Gates,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/126/990.jpg  http://monumentaustralia.org.au/content/directory/full/Caulfield_South_Primary_School_Memorial_Gates-66125-98481.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/138/427.jpg  https://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/138/428.jpg,The Caulfield South Memorial Gates  on Bundeera Road  form the entrance to Caulfield South Primary School. The gates were erected in memory of former pupils and teachers who served in the forces during the First World War and Second World War,(the gate of Caulfield South Primary) Bundeera Road CAULFIELD SOUTH  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
51,-37.88651,145.03999,Presentation Convent,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/175/302.jpg,"Built; 1888.

Demolished: 1974
",Cnr Roseberry Grove & Neerim Road CAULFIELD  GLEN EIRA CITY,"Built; 1888.
Demolished: 1974",Caulfield,3162
52,-37.88003,145.0233,City of Caulfield Honour Roll (First World War),http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/192/133.jpg  http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/192/149.jpg  http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/192/150.jpg  http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/192/151.jpg,"This honour roll records the names of service personnel in the First World War. Its last known location is the Glen Eira City Hall.
The process to create the City of Caulfield Honour Roll got under way as early as 1915  when Council first started compiling names of soldiers  sailors and nurses from the Caulfield district. In June 1927  Council proposed inscribing these names on a memorial. After realising that planned locations at Caulfield Park and the intersection of Glen Eira and Hawthorn Roads were impractical for so many names  the 1930 redevelopment of Caulfield Town Hall offered a solution.

The redevelopment included addition of the clocktower and reconstruction of the main hall. The Glen Eira road side got a new entrance  which included a Õcolonnade portico opening on to a spacious memorial foyer  with a marble dado surmounted by bronze tablets.Õ Inscribed on those tablets were the names of all Caulfield residents who enlisted in the Australian Imperial Forces.

Council officially unveiled the magnificent bronze and marble memorial on 25 February 1931  with a memorial held two months later. Council also presented certificates to local returned servicemen and women and to bereaved families.

The Honor Roll features 31 large bronze panels with 1 554 names listed in alphabetical order.",Corner Glen Eira Road and Hawthorn Road CAULFIELD  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
53,-37.872477,145.022529,Stained Glass Window at Caulfield West St. Stephen\u0027s Presbyterian Church,,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Balaclava Road  Caulfield [West]  GLEN EIRA CITY,"This place is listed on the Victoria Heritage Database. Currently, no information is available, stay tuned for further updates",Caulfield,3162
54,-37.89069,145.067589,4 Wahroonga Crescent,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/029/336.jpg,The house at no.4 Wahroonga Crescent  Murrumbeena  is historically important in that it recalls the presence of the Boyd family of artists in this street from around the time of the First World War until well into the post Second World War era. Owned and occupied by Arthur Merrie and Emma Minnie Boyd  noted Australian water colourists  their son  Arthur Merrie the well known potter and sculptor  lived with his wife Dorris at no. 8  now demolished. Together they established this area as a centre of artistic endeavour  comparable with the Box Hill and later Heidelberg schools. The house at no.4 is the only remaining evidence of their occupation. ,4 Wahroonga Crescent MURRUMBEENA  Glen Eira City,The house at no.4 Wahroonga Crescent  Murrumbeena  is historically important in that it recalls the presence of the Boyd family of artists in this street from around the time of the First.,Murrumbeena,3163
55,-37.891167,145.068276,Alnwick,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/029/576.jpg  http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/292.jpg,"""Alnwick"" is situated at no. 11 Railway Parade  Murrumbeena  and was built in 1892-3 for Sir James Patterson  former Commissioner of Public Works and Railways and Premier and Chief Secretary at the time. It is historically and aesthetically significant.

Patterson was Premier of Victoria from January 1893 to August 1894  and lived in the house until his death in October 1895. Although the design is conservative in form  the detailing  including the distinctive strapped  banded and corbelled chimneys  half-timbered flying gables and long narrow windows with multi-paned upper sashes  is characteristic of the so-called Melbourne Queen Anne style  which was not widely employed before the turn of the century.


It is historically significant (Criterion A) as the home of a former Premier and MLA who held a multitude of senior positions during his term of office spanning between 1870 and 1895. These positions included Commissioner of Public Works  Vice President of the Board of Land and Works  Postmaster General  Commissioner of Railways and Commissioner of Trade and Customs and Minister of Railways. Importantly  he held these offices during the period of Colonial expansion leading up to the economic crash of the early 1890s.
It is aesthetically significant (Criterion E) as an early example of the Queen Anne style in Glen Eira and as an isolated early building facing the railway station in Murrumbeena.



",11 Railway Parade MURRUMBEENA  Glen Eira City,"""Alnwick"" is situated at no. 11 Railway Parade  Murrumbeena  and was built for Sir James Patterson  former Commissioner of Public Works and Railways and Premier and Chief Secretary .",Murrumbeena,3163
56,-37.889191,145.077576,Croft Head,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/029/600.jpg,"""Croft Head"" is situated at no. 13 Poath Road  Murrumbeena  and was built in 1887 for the accountant Edward Tweddell. It is historically and aesthetically significant.



It is historically significant (Criterion A) as a substantial and now rare (Criterion B) surviving late Victorian villa residence east ofBooran Road within the Municipality and demonstrating the attraction of Melbourne's rural fringe as a residential location rendered accessible by the opening of the railway between South Yarra and Oakleigh in 1879.



It is aesthetically significant (Criterion E) as one of the Municipality's finest late Victorian polychrome brick villas  comparing with ''Fresch'' and ''Monkleigh'' both erected in 1899 at nos. 11 and 12 Gladstone Parade  Elsternwick respectively  ''Hartington'' (1888) at 15 Gladstone Parade and ''Hengar'' (1889) at no. 356 Glen Eira Road  Caulfield South. Elements of stylistic significance include the ornamentation of the brickwork in polychrome work with tiled panels  the effect of the banding being especially striking and representative of the period. ",13 Poath Street MURRUMBEENA  Glen Eira City,"""Croft Head"" is situated at no. 13 Poath Road  Murrumbeena  and was built in 1887 for the accountant Edward Tweddell. It is historically and aesthetically significant.

",Murrumbeena,3163
57,-37.886355,145.063425,Athole,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/029/628.jpg  http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/068/288.jpg,"""Athole"" is situated at no. 18 Poplar Grove  Carnegie and was designed by and built for its owner  the noted architect John Thomas Kelleher  in 1889. It is a single storeyed Italianate villa with noteworthy features. It is historically and aesthetically significant.



It is historically significant (Criterion A) as the home of J.T. Kelleher  a prominent architect of the Victorian Public Works Department during the late nineteenth century. As such  it offers insights into the stylistically innovative nature of this architect and moreover  of his work for the Department. It is historically significant also as a rare surviving late Victorian villa in its locality.



It is aesthetically significant (Criterion E) for its capacity to demonstrate the highly individual and eclectic approach taken by Kelleher in the design of his own house.



Such elements as the hood moulds  turned timber posts and fretted brackets were highly innovative for their time whilst the exotic horseshore archway and ornamented bulkhead in the hallway are contributory elements. ",18 Poplar Grove CARNEGIE  Glen Eira City,"""Athole"" is situated at no. 18 Poplar Grove  Carnegie and was designed by and built for its owner  the noted architect John Thomas Kelleher  in 1889. It is a single storeyed Italianate villa.",Carnegie,3163
58,-37.891003,145.054199,Carnegie Primary School,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/031/035.jpg,"The front wing of the Carnegie State School has aesthetic importance for its Arts and Crafts influenced additions of 1909which are picturesque and distinguished by their unusual details including wrought iron gutter brackets and cast cement decoration. The earlier (original) southern portion of this wing has been altered but is locally important as a surviving nineteenth century public building in Carnegie.



",27-63 Truganini Road CARNEGIE  GLEN EIRA CITY,The front wing of the Carnegie State School has aesthetic importance for its Arts and Crafts influenced additions of 1909which are picturesque and distinguished by their unusual details.,Carnegie,3163
59,-37.88999,145.045079,The former Glen Huntly Post Office,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/031/086.jpg,"The former Glen Huntly Post Office is situated at no. 122 Grange Road on the Glen Huntly Road comer  Glen Huntly. It was established as a post office in 1930 and ceased to be used for this purpose during the 1990s. It is of historic significance.



It is of historic significance (Criterion A) as the former centre of postal services in Glen Huntly for more than sixty years and although not a purpose built structure has historic value on account of this long standing use.



",122 Grange Road CARNEGIE  Glen Eira City,The former Glen Huntly Post Office is situated at no. 122 Grange Road on the Glen Huntly Road comer  Glen Huntly. It was established as a post office in 1930 and ceased to be used for this.,Carnegie,3163
60,-37.888059,145.053624,Uniting Church  254 Neerim Road,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/031/181.jpg,"The former Methodist church (now Uniting church) complex at 252-54 Neerim Road  Carnegie  consists of the original timber church of 1886  the present brick Arts and Crafts influenced church of 1914  designed by A. Phipps Coles  the timber hall attached to the original church  built during the interwar period and the present brick hall of 1933  designed by J.F. Snell.
The complex has aesthetic  historical and social significance.



Its aesthetic value is derived from the extreme simplicity of the original church and the highly picturesque  eclectic  Arts and Crafts influenced character of the main church and hall.



Its historical value rests in the early date of the original building and the manner in which the remaining buildings are representative of the principal period of settlement of the locality.



The social significance derives from the use of the site as a place of worship since the commencement of the closer settlement of Carnegie from as early as 1886.







",252-254 Neerim Road CARNEGIE  Glen Eira City,The former Methodist church (now Uniting church) complex at 252-54 Neerim Road  Carnegie  consists of the original timber church of 1886  the present brick Arts and Crafts influenced church.,Carnegie,3163
61,-37.905717,145.056048,705 North Road,http://vhd.heritagecouncil.vic.gov.au/vhd-images/places/000/032/486.jpg,"""Idamere"" is situated at no. 705 North Road  Carnegie and was built for the fruiterer  John Edwin Jacobs  in 1940-44. It is aesthetically significant.



It is aesthetically significant (Criterion E) as an eloquent though somewhat belated example of the Streamlined Moderne mode in the Municipality  possibly sympathetically extended and important also for its exploitation of Art Deco themes.



This importance is enhanced by its prominent corner location on North Road  no. 705 comparing in the Municipality with ''Linlithgow'' (1938) at No.4 Linlithgow Avenue  Caulfield North and nos. 195 and 197 Hawthorn Road  also in Caulfield North.",705 North Road CARNEGIE  Glen Eira City,"""Idamere"" is situated at no. 705 North Road  Carnegie and was built for the fruiterer  John Edwin Jacobs  in 1940-44. It is aesthetically significant.

",Carnegie,3163
